Course Name,Tee Name,Slope Rating,Course Rating,Par
KIMBERLEY GOLF CLUB,Blue,120,69.9,72
KIMBERLEY GOLF CLUB,Red,115,67,72
KIMBERLEY GOLF CLUB,White,123,72.2,72
KING DAVID MOWBRAY GOLF CLU,Red,116,67.3,72
KING DAVID MOWBRAY GOLF CLU,White,121,70,72
KING DAVID MOWBRAY GOLF CLU,Yellow,124,71.7,72
KING WILLIAMSTOWN GOLF CLUB,Red,115,66.4,72
KING WILLIAMSTOWN GOLF CLUB,White,122,69.7,72
KING WILLIAMSTOWN GOLF CLUB,Yellow,126,71.1,72
KINGSWOOD GOLF ESTATE,Blue,134,69.6,72
KINGSWOOD GOLF ESTATE,Red,116,67.2,72
KINGSWOOD GOLF ESTATE,White,136,71.6,72
KINGSWOOD GOLF ESTATE,Yellow,139,73,72
KIRKWOOD GOLF CLUB,Back,128,72.4,72
KIRKWOOD GOLF CLUB,Front,119,67.8,72
KLEINMOND GOLF CLUB,Red,108,66.3,72
KLEINMOND GOLF CLUB,White,116,70.5,72
KLEINZEE GOLF CLUB,Back,127,70.4,72
KLEINZEE GOLF CLUB,Front,113,63.7,72
Klerksdorp Golf Club,Blue,121,72,72
Klerksdorp Golf Club,Red,114,65.9,72
Klerksdorp Golf Club,Yellow,121,68.9,72
KLOOF COUNTRY CLUB,Red,115,66.4,70
KLOOF COUNTRY CLUB,White,122,69.6,70
KLOOF COUNTRY CLUB,Yellow,124,70.3,70
KNYSNA GOLF CLUB,Blue,117,68.2,72
KNYSNA GOLF CLUB,Red,112,65.8,72
KNYSNA GOLF CLUB,White,123,70.3,72
KOFFIEFONTEIN GOLF CLUB,Blue,124,69.6,72
KOFFIEFONTEIN GOLF CLUB,Red,115,67.8,72
KOFFIEFONTEIN GOLF CLUB,White,130,72.3,72
KOKSTAD GOLF CLUB,Back,126,69.5,72
KOKSTAD GOLF CLUB,Front,117,66.1,72
KOMGA GOLF CLUB,Back,127,69.2,72
KOMGA GOLF CLUB,Front,124,67.2,72
KORO CREEK BUSHVELD GOLF E,Blue,128,71.2,72
KORO CREEK BUSHVELD GOLF E,Gold,140,74.9,72
KORO CREEK BUSHVELD GOLF E,Red,122,67.9,72
KORO CREEK BUSHVELD GOLF E,White,136,73,72
KOSTER GOLF CLUB,Back,120,69.6,70
KOSTER GOLF CLUB,Front,110,64.6,70
KRAGGA KAMMA GOLF CLUB,Blue,105,64.2,68
KRAGGA KAMMA GOLF CLUB,Red,93,63.9,68
KRANSPOORT GOLF CLUB,Front,106,63.4,70
KRANSPOORT GOLF CLUB,Yellow,116,67.7,70
KRIEL GOLF CLUB,Back,126,72.3,72
KRIEL GOLF CLUB,Front,113,67,72
KROONSTAD COUNTRY CLUB,Blue,116,70.1,72
KROONSTAD COUNTRY CLUB,Red,115,67.5,72
KROONSTAD COUNTRY CLUB,White,118,72.7,72
KRUGER PARK LODGE GOLF COU,White,105,66.7,72
KRUGER PARK LODGE GOLF COU,Yellow,124,71.4,72
KRUGERSDORP GOLF CLUB,Blue,128,69,72
KRUGERSDORP GOLF CLUB,Green,118,62.8,72
KRUGERSDORP GOLF CLUB,Red,122,67,72
KRUGERSDORP GOLF CLUB,White,133,73.2,72
KRUGERSDORP GOLF CLUB,Yellow,136,75.2,72
KUILSRIVIER GOLF CLUB,Blue,113,69.2,72
KUILSRIVIER GOLF CLUB,Red,113,65.2,72
KUILSRIVIER GOLF CLUB,Yellow,119,71.3,72
KURUMAN GOLF CLUB,Back,135,71.8,72
KURUMAN GOLF CLUB,Front,122,67.1,72
KWAMBONAMBI GOLF CLUB,Back,120,69.3,72
KWAMBONAMBI GOLF CLUB,Front,115,66.7,72
KYALAMI COUNTRY CLUB,Blue,134,69.8,72
KYALAMI COUNTRY CLUB,Red,130,67.2,72
KYALAMI COUNTRY CLUB,White,136,73.4,72
KYALAMI COUNTRY CLUB,Yellow,138,74.7,72
LADISMITH GOLF CLUB,Red,106,64.5,72
LADISMITH GOLF CLUB,Yellow,122,69.2,72
LADY GREY GOLF CLUB,White,97,66.1,72
LADYBRAND SPORTS CLUB,Back,130,71.9,72
LADYBRAND SPORTS CLUB,Front,119,66.8,72
LADYSMITH COUNTRY CLUB,Red,115,66.4,71
LADYSMITH COUNTRY CLUB,White,120,69.4,71
Lamberts Bay Golf Club,Back,116,71.9,73
LANDBOU GOLF CLUB POTCH,Back,140,71.4,72
LANDBOU GOLF CLUB POTCH,Front,126,65.8,72
LANGEBAAN GOLF & SPORTS CL U,Blue,124,69.6,72
LANGEBAAN GOLF & SPORTS CL U,Red,120,67.7,72
LANGEBAAN GOLF & SPORTS CL U,White,128,71.9,72
LANGEBAAN GOLF & SPORTS CL U,Yellow,132,73.7,72
LANGKLOOF GOLF CLUB,Blue,122,70.2,73
LANGKLOOF GOLF CLUB,Red,106,66.2,73
LEOPARD CREEK,Blue,134,70.7,72
LEOPARD CREEK,Gold,147,76,72
LEOPARD CREEK,Green,124,64.8,72
LEOPARD CREEK,Ingwe,137,73.1,72
LEOPARD CREEK,Inkwazi,134,67.4,72
LEOPARD CREEK,Red,129,67.9,72
LEOPARD CREEK,White,141,73.3,72
LEOPARD PARK GOLF CLUB,Blue,128,70.6,72
LEOPARD PARK GOLF CLUB,Pink,124,68.8,72
LEOPARD PARK GOLF CLUB,Red,136,75.1,72
LEOPARD PARK GOLF CLUB,White,130,73,72
Lichtenburg Golf Course,Blue,117,69.3,72
Lichtenburg Golf Course,Red,111,66.2,72
Lichtenburg Golf Course,Yellow,122,71.8,72
LIME ACRES GOLF CLUB,Red,118,66.8,72
LIME ACRES GOLF CLUB,White,124,72.9,72
LOERIESFONTEIN GOLF CLUB,Back,111,69.1,70
LOST CITY GOLF COURSE,Green,145,73.4,72
LOST CITY GOLF COURSE,Light Green,121,67.3,72
LOST CITY GOLF COURSE,White,141,70.9,72
LUTZVILLE GOLF CLUB,Back,125,69.2,71
LUTZVILLE GOLF CLUB,Front,116,66,71
Lydenburg Gholf Klub,Blue,113,67.2,72
Lydenburg Gholf Klub,Red,110,65.5,72
Lydenburg Gholf Klub,White,117,71.8,72
Column1,Column2,Column3,Column4,Column5
MACCAUVLEI GOLF CLUB,Blue,124,69.9,72
MACCAUVLEI GOLF CLUB,Red,120,67.2,72
MACCAUVLEI GOLF CLUB,White,133,72.2,72
MACCAUVLEI GOLF CLUB,Yellow,137,74.3,72
MACLEAR GOLF CLUB,Back,124,71.3,72
MACLEAR GOLF CLUB,Front,114,66.7,72
MAGALIESPARK COUNTRY CLUB,Blue,124,66.9,72
MAGALIESPARK COUNTRY CLUB,Red,111,64.6,72
MAGALIESPARK COUNTRY CLUB,White,128,68.9,72
MAGALIESPARK COUNTRY CLUB,Yellow,132,70.8,72
MAGERSFONTEIN MEMORIAL GOLF CL,Blue,125,68.7,72
MAGERSFONTEIN MEMORIAL GOLF CL,Red,119,65.7,72
MAGERSFONTEIN MEMORIAL GOLF CL,White,130,71,72
MAGERSFONTEIN MEMORIAL GOLF CL,Yellow,134,73.2,72
Maidstone Golf Club,Back,121,69.2,71
Maidstone Golf Club,Front,114,65.6,71
MALELANE GOLF CLUB,Blue,127,69.1,72
MALELANE GOLF CLUB,Red,120,66.5,72
MALELANE GOLF CLUB,White,130,72,72
MALMESBURY GOLF CLUB,Blue,107,67.1,72
MALMESBURY GOLF CLUB,White,120,71.4,72
MANDINI COUNTRY CLUB,Blue,104,64.1,72
MANDINI COUNTRY CLUB,White,112,67,72
MANDINI COUNTRY CLUB,Yellow,114,67.9,72
MARBLE HALL GOLF CLUB,Blue,119,68,72
MARBLE HALL GOLF CLUB,White,125,71.7,72
MARGATE COUNTRY CLUB,Blue,120,66.7,71
MARGATE COUNTRY CLUB,Red,118,65.7,71
MARGATE COUNTRY CLUB,White,126,69.7,71
MARITZBURG GOLF CLUB,Red,111,67.1,72
MARITZBURG GOLF CLUB,White,129,71.1,72
MARQUARD GOLF CLUB,Red,116,66.5,72
MARQUARD GOLF CLUB,White,124,70.8,72
MASERU GOLF CLUB,Back,122,70.3,72
MASERU GOLF CLUB,Front,107,64,72
MATATIELE GOLF CLUB,Back,125,70.8,72
MATATIELE GOLF CLUB,Front,115,66.5,72
Mbombela Golf Club,Red,119,66.8,71
Mbombela Golf Club,White,130,71.8,71
Mbombela Golf Club,Yellow,126,68.4,71
MESSINA GOLF CLUB,Back,123,69.6,72
MESSINA GOLF CLUB,Front,112,65.2,72
METROPOLITAN GOLF CLUB,Blue,110,67.8,70
METROPOLITAN GOLF CLUB,Red,106,65.4,70
METROPOLITAN GOLF CLUB,White,115,69.9,70
MEYERTON GOLF CLUB,Blue,127,70.8,72
MEYERTON GOLF CLUB,Red,124,69.1,72
MEYERTON GOLF CLUB,White,137,73.7,72
MEYERTON GOLF CLUB,Yellow,136,75.7,72
MIDDELBURG COUNTRY CLUB,Red,121,68.1,72
MIDDELBURG COUNTRY CLUB,White,128,71.1,72
MIDDELBURG COUNTRY CLUB,Yellow,130,73,72
MIDDELBURG GOLF CLUB (KAROO),Red,115,69,72
MIDDELBURG GOLF CLUB (KAROO),White,119,72.1,72
MILLVALE GOLF COURSE,Black,148,75.7,72
MILLVALE GOLF COURSE,Red,126,65.6,72
MILLVALE GOLF COURSE,White,135,69.2,72
MILLVALE GOLF COURSE,Yellow,140,72.6,72
MILNERTON GOLF CLUB,Red (71),111,67.1,71
MILNERTON GOLF CLUB,Red (72),112,67.6,72
MILNERTON GOLF CLUB,White (71),115,69.4,71
MILNERTON GOLF CLUB,White (72),116,70.4,72
MILNERTON GOLF CLUB,Yellow (71),120,71.5,71
MILNERTON GOLF CLUB,Yellow (72),122,72.4,72
MODDERFONTEIN GOLF CLUB,Blue,126,69,72
MODDERFONTEIN GOLF CLUB,Red,117,66.3,72
MODDERFONTEIN GOLF CLUB,White,135,72.6,72
MODDERFONTEIN GOLF CLUB,Yellow,139,74.4,72
MOGOL GOLF CLUB,Blue,121,70.2,72
MOGOL GOLF CLUB,Red,116,67.5,72
MOGOL GOLF CLUB,White,125,71.7,72
MOLTENO GOLF CLUB,Front,112,66.6,72
MOLTENO GOLF CLUB,White,121,71.5,72
MONKS COWL COUNTRY CLUB,Back,117,66.8,70
MONKS COWL COUNTRY CLUB,Front,110,63.2,70
MONTAGU GOLF CLUB,Back,123,69.5,72
MONTAGU GOLF CLUB,Front,111,65.5,72
MONZI GOLF CLUB,Back,130,70.4,71
MONZI GOLF CLUB,Front,120,66.2,71
MOOI RIVER COUNTRY CLUB,Back,124,71.5,72
MOOI RIVER COUNTRY CLUB,Front,114,67.1,72
MOOINOOI GOLF CLUB,Back,132,73,72
MOOINOOI GOLF CLUB,Front,123,68.3,72
MOORREESBURG GOLF CLUB,Back,118,69.9,70
MOORREESBURG GOLF CLUB,Front,109,65.5,70
MORGENZON GOLF CLUB,Back,121,71.2,72
MORGENZON GOLF CLUB,Front,110,66,72
MOSSEL BAY GOLF CLUB,Blue,117,68.9,72
MOSSEL BAY GOLF CLUB,Red,111,67,72
MOSSEL BAY GOLF CLUB,White,122,71.1,72
MOSSEL BAY GOLF CLUB,Yellow,127,72.6,72
MTUNZINI COUNTRY CLUB,Blue,116,68.1,71
MTUNZINI COUNTRY CLUB,Red,105,65.5,71
MTUNZINI COUNTRY CLUB,White,121,69.4,71
NABOOMSPRUIT GOLF CLUB,Blue,124,70.5,72
NABOOMSPRUIT GOLF CLUB,Red,115,66.7,72
NABOOMSPRUIT GOLF CLUB,White,125,71.5,72
NEWCASTLE GOLF CLUB,Red,116,67.9,72
NEWCASTLE GOLF CLUB,White,131,71.7,72
NIGEL GOLF CLUB,Blue,133,71.2,72
NIGEL GOLF CLUB,Red,125,67.1,72
NIGEL GOLF CLUB,White,137,72.3,72
NIGEL GOLF CLUB,Yellow,139,72.8,72
NOODSBERG COUNTRY CLUB,Red,117,65.8,71
NOODSBERG COUNTRY CLUB,White,126,69.8,71
OBSERVATORY GOLF CLUB,Blue,128,70.6,72
OBSERVATORY GOLF CLUB,Red,119,67.3,72
OBSERVATORY GOLF CLUB,White,134,71.8,72
OLIVEWOOD GOLF CLUB,Blue,136,69.5,72
OLIVEWOOD GOLF CLUB,Red,128,66.9,72
OLIVEWOOD GOLF CLUB,White,143,72.5,72
OLIVEWOOD GOLF CLUB,Yellow,148,74.1,72
OPPENHEIMER PARK GOLF CLUB,Blue,123,68.3,72
OPPENHEIMER PARK GOLF CLUB,Red,114,65,72
OPPENHEIMER PARK GOLF CLUB,White,126,71.9,72
ORKNEY GOLF CLUB,Blue,119,70.8,72
ORKNEY GOLF CLUB,Red,112,67,72
ORKNEY GOLF CLUB,White,126,73.2,72
OTTOSDAL GOLF CLUB,Back,123,70.9,72
OTTOSDAL GOLF CLUB,Front,110,65.6,72
OUBAAI GOLF CLUB,Blue,120,69.6,72
OUBAAI GOLF CLUB,Red,105,66.2,72
OUBAAI GOLF CLUB,White,132,72.8,72
OUBAAI GOLF CLUB,Yellow,140,75,72
OUDTSHOORN GOLF CLUB,Red,114,67.5,72
OUDTSHOORN GOLF CLUB,White,124,71.6,72
PAARL OLD COURSE (1-18),Blue Old Paarl,127,69.7,72
PAARL OLD COURSE (1-18),Red Old Paarl,115,67.1,72
PAARL OLD COURSE (1-18),White Old Paarl,134,71.5,72
PAARL OLD COURSE (1-18),Yellow Old Paarl,134,72.7,72
PAR 3 - BLUE VALLEY GOLF ESTATE,Orange,74,48.9,54
PAR 3 - BOSCHENMEER,Orange,71,50.6,54
PAR 3 - CENTURION COUNTRY CLUB,Orange,76,50,54
PAR 3 - DAINFERN COUNTRY CLUB,Orange,79,49.6,54
PAR 3 - DURBANVILLE GOLF CLUB,Orange,73,49.5,54
PAR 3 - EYE OF AFRICA GOLF CLUB,Orange,92,53.7,54
PAR 3 - IRENE COUNTRY CLUB,Orange,84,51.4,54
PAR 3 - KAMEELDORING GOLF CLUB,Orange,76,51.8,54
PAR 3 - KRUGERSDORP GOLF CLUB,Orange,84,51.2,54
PAR 3 - LADYSMITH COUNTRY CLUB,Orange,73,48.6,54
PAR 3 - LIME ACRES GOLF CLUB,Orange,84,50.6,54
PAR 3 - MALELANE GOLF CLUB,Orange,86,52.9,54
PAR 3 - PAROW GOLF CLUB,Orange,76,50.9,54
,PAR 3 - PLETTENBERG BAY COUNTRY C Orange,76,50.4,54
PAR 3 - PRETORIA GOLF CLUB,Orange,86,52.2,54
PAR 3 - ST FRANCIS LINKS GOLF COUR,SOrange,80,51.4,54
PAR 3 - STATE MINES COUNTRY CLUB,Orange,73,48.5,54
PAR 3 - STELLENBOSCH GOLF CLUB,Orange,74,53.2,54
PAR 3 - THE MASHIE,Red,65,44.8,54
PAR 3 - THE MASHIE,White,69,46.2,54
PAR 3 - WATERKLOOF GOLF CLUB,Orange,74,50,54
PAR 3 - WESTLAKE GOLF CLUB,Orange,73,51.6,54
PAR 3 - WHISTLING THORN,Blue,104,55,54
PAR 3 - WHISTLING THORN,Green,92,50.9,54
PAR 3 - WHISTLING THORN,Red,97,52.1,54
PAR 3 - WHISTLING THORN,White,112,57.2,54
PAR 3 - WHISTLING THORN,Yellow,117,60.8,54
PAR 3 - ZIMBALI COUNTRY CLUB,Orange,82,52.2,54
PAR 3 – NJDC,Blue,103,53.8,54
PAR 3 – NJDC,Red,96,49.6,54
PARKVIEW GOLF CLUB,Blue,126,68.7,72
PARKVIEW GOLF CLUB,Red,117,65.9,72
PARKVIEW GOLF CLUB,White,127,71.7,72
PARKVIEW GOLF CLUB,Yellow,132,73.5,72
PAROW GOLF CLUB,Blue,121,69.8,72
PAROW GOLF CLUB,Red,111,67.9,72
PAROW GOLF CLUB,White,126,71.8,72
PARYS GOLF CLUB,Blue,133,71.8,72
PARYS GOLF CLUB,Red,127,69,72
PARYS GOLF CLUB,White,137,73.8,72
PARYS GOLF CLUB,Yellow,140,76.2,72
PAULPIETERSBURG COUNTRY CLUB,Back,124,70.3,72
PAULPIETERSBURG COUNTRY CLUB,Front,112,65.1,72
PEARL VALLEY GOLF CLUB,Black,134,75.5,72
PEARL VALLEY GOLF CLUB,Blue,129,70.6,72
PEARL VALLEY GOLF CLUB,Green,126,68.9,72
PEARL VALLEY GOLF CLUB,Red,110,65,72
PEARL VALLEY GOLF CLUB,Yellow,138,73.5,72
PEBBLE ROCK COUNTRY CLUB,Blue,125,68.2,71
PEBBLE ROCK COUNTRY CLUB,Red,113,66.2,71
PEBBLE ROCK COUNTRY CLUB,White,131,71.5,71
PECANWOOD GOLF AND COUNTRY CLU,Blue,120,68.2,72
PECANWOOD GOLF AND COUNTRY CLU,Green,130,75.6,72
PECANWOOD GOLF AND COUNTRY CLU,Red,114,66.1,72
PECANWOOD GOLF AND COUNTRY CLU,White,122,71.8,72
PETRUS STEYN GOLF CLUB,Back,121,70.6,72
PETRUS STEYN GOLF CLUB,Front,115,67.9,74
PEZULA CHAMPIONSHIP COURSE,Black,137,74.4,72
PEZULA CHAMPIONSHIP COURSE,Blue,127,68,72
PEZULA CHAMPIONSHIP COURSE,Red,121,64.9,72
PEZULA CHAMPIONSHIP COURSE,White,129,70.1,72
PEZULA CHAMPIONSHIP COURSE,Yellow,132,72.1,72
PIET RETIEF GOLF CLUB,Blue,133,71.7,72
PIET RETIEF GOLF CLUB,Red,124,68.2,72
PILGRIMS REST GOLF CLUB,Blue,120,68.7,72
PILGRIMS REST GOLF CLUB,Red,104,65,72
PILGRIMS REST GOLF CLUB,White,132,72.3,72
PINNACLE POINT GOLF CLUB,Black,142,75.9,72
PINNACLE POINT GOLF CLUB,Blue,129,68.4,72
PINNACLE POINT GOLF CLUB,Red,114,66,72
PINNACLE POINT GOLF CLUB,White,136,70.7,72
PINNACLE POINT GOLF CLUB,Yellow,144,73.6,72
PLETTENBERG BAY COUNTRY CLUB,Blue,124,69.1,72
PLETTENBERG BAY COUNTRY CLUB,Red,118,66.7,72
PLETTENBERG BAY COUNTRY CLUB,White,128,71.1,72
PLETTENBERG BAY COUNTRY CLUB,Yellow,132,72.1,72
POLLAK PARK GOLF CLUB,Blue,119,68.9,72
POLLAK PARK GOLF CLUB,Red,119,66.9,72
POLLAK PARK GOLF CLUB,White,124,71.6,72
POLLAK PARK GOLF CLUB,Yellow,126,73.1,72
POLOKWANE GOLF CLUB,Red,121,67.9,72
POLOKWANE GOLF CLUB,White,132,72.1,72
POLOKWANE GOLF CLUB,Yellow,135,73.3,72
PONGOLA GOLF CLUB,Red,115,66.3,72
PONGOLA GOLF CLUB,White,126,71.4,72
PORT EDWARD COUNTRY CLUB,Back,132,68.5,72
PORT EDWARD COUNTRY CLUB,Front,124,65.7,72
PORT ELIZABETH GOLF CLUB,Blue,115,69.8,72
PORT ELIZABETH GOLF CLUB,Red,113,68.4,72
PORT ELIZABETH GOLF CLUB,White,125,72.2,72
PORT SHEPSTONE COUNTRY CLUB,Red,120,66.5,72
PORT SHEPSTONE COUNTRY CLUB,White,126,70.1,72
PORT ST JOHNS GOLF CLUB,Back,114,62,66
PORT ST JOHNS GOLF CLUB,Front,113,61,66
PORTERVILLE GOLF CLUB,Red,120,65,70
PORTERVILLE GOLF CLUB,White,125,68.1,70
POTCHEFSTROOM COUNTRY CLUB,Blue,124,69.9,72
POTCHEFSTROOM COUNTRY CLUB,Red,117,66.6,72
POTCHEFSTROOM COUNTRY CLUB,White,133,72.5,72
PRETORIA COUNTRY CLUB,Blue,134,70,72
PRETORIA COUNTRY CLUB,Red,127,67.3,72
PRETORIA COUNTRY CLUB,White,136,73.8,72
PRETORIA GOLF CLUB,Blue,122,71,72
PRETORIA GOLF CLUB,Red,116,68.1,72
PRETORIA GOLF CLUB,White,123,72.5,72
PRIESKA GOLF CLUB,Back,128,69.7,72
PRIESKA GOLF CLUB,Front,117,65.6,72
PRINCE'S GRANT COUNTRY CLUB,Blue,134,70,72
PRINCE'S GRANT COUNTRY CLUB,Red,123,67.4,72
PRINCE'S GRANT COUNTRY CLUB,White,140,71.9,72
PRINCE'S GRANT COUNTRY CLUB,Yellow,141,74.1,72
PRINS ALBERT GOLF CLUB,White,112,71.7,72
QUEENSTOWN GOLF CLUB,Blue,111,66.8,72
QUEENSTOWN GOLF CLUB,Red,105,64.2,72
QUEENSTOWN GOLF CLUB,Yellow,121,71.5,72
RANDPARK - BUSHWILLOW,Gold,123,70.4,72
RANDPARK - BUSHWILLOW,Red,116,67.9,72
RANDPARK - BUSHWILLOW,White,126,72.4,72
RANDPARK - BUSHWILLOW,Yellow,128,73.4,72
RANDPARK - FIRETHORN,Blue,119,66,72
RANDPARK - FIRETHORN,Gold,128,70.6,72
RANDPARK - FIRETHORN,Red,124,68,72
RANDPARK - FIRETHORN,White,137,72.7,72
RANDPARK - FIRETHORN,Yellow,141,74.4,72
READING COUNTRY CLUB,Blue,130,70.1,71
READING COUNTRY CLUB,Red,122,66.6,71
READING COUNTRY CLUB,White,132,72.4,71
READING COUNTRY CLUB,Yellow,136,74.2,71
REITZ GOLF CLUB,Back,123,71,72
REITZ GOLF CLUB,Front,112,66.7,72
REIVILO GOLF CLUB,Back,106,69.4,72
REIVILO GOLF CLUB,Front,98,65.8,72
RICHARDS BAY COUNTRY CLUB,Blue,126,67.6,71
RICHARDS BAY COUNTRY CLUB,Red,117,64.4,71
RICHARDS BAY COUNTRY CLUB,Yellow,131,71,71
RICHMOND GOLF CLUB (KAROO),Back,119,70.5,72
RICHMOND NATAL COUNTRY CLUB,Blue,126,68.9,72
RICHMOND NATAL COUNTRY CLUB,Pink,119,66.4,72
RICHMOND NATAL COUNTRY CLUB,White,129,70.5,72
RIVERSDALE GOLF CLUB,Red,113,66.3,72
RIVERSDALE GOLF CLUB,White,122,70.6,72
RIVERSIDE GOLF CLUB,White,121,72.6,72
RIVERSIDE GOLF CLUB KZN,Red,114,65,72
RIVERSIDE GOLF CLUB KZN,White,123,69.3,72
RIVERSIDE GOLF CLUB KZN,Yellow,128,71.2,72
RIVIERA ON VAAL COUNTRY CLUB,Blue,122,69.5,72
RIVIERA ON VAAL COUNTRY CLUB,Red,118,67.2,72
RIVIERA ON VAAL COUNTRY CLUB,White,128,73.5,72
RIVIERSONDEREND GOLF CLUB,Red,111,65.5,72
RIVIERSONDEREND GOLF CLUB,White,120,70.1,72
ROBERTSON GOLF CLUB,Blue,115,68.7,72
ROBERTSON GOLF CLUB,Red,112,67,72
ROBERTSON GOLF CLUB,White,120,70.7,72
ROBERTSON GOLF CLUB,Yellow,124,72.2,72
RONDEBOSCH GOLF CLUB,Red,119,67.5,72
RONDEBOSCH GOLF CLUB,White,124,69.8,72
RONDEBOSCH GOLF CLUB,Yellow,128,72,72
ROYAL CAPE GOLF CLUB,Red,117,67.9,72
ROYAL CAPE GOLF CLUB,White,127,70.5,72
ROYAL CAPE GOLF CLUB,Yellow,127,72.3,72
ROYAL DURBAN GOLF CLUB,Blue,116,68.7,72
ROYAL DURBAN GOLF CLUB,Red,111,67,72
ROYAL DURBAN GOLF CLUB,White,119,71.6,72
ROYAL DURBAN GOLF CLUB,Yellow,124,72.7,72
ROYAL JHB & KEN EAST COURSE,Championship,142,76.3,72
ROYAL JHB & KEN EAST COURSE,Classic,119,68.1,72
ROYAL JHB & KEN EAST COURSE,Club,135,73.6,72
ROYAL JHB & KEN EAST COURSE,Executive,128,71.3,72
ROYAL JHB & KEN WEST COURSE,Blue,137,73.6,72
ROYAL JHB & KEN WEST COURSE,Red,119,66,72
ROYAL JHB & KEN WEST COURSE,White,124,70.2,72
ROYAL JHB & KEN WEST COURSE,Yellow,132,72,72
ROYAL OAK GOLF CLUB,Blue,121,68.7,72
ROYAL OAK GOLF CLUB,Red,116,66.5,72
ROYAL OAK GOLF CLUB,White,126,71.7,72
ROYAL OAK GOLF CLUB,Yellow,130,73.6,72
ROYAL PORT ALFRED,Blue,111,68.2,72
ROYAL PORT ALFRED,Red,111,67,72
ROYAL PORT ALFRED,White,121,70.8,72
RUIMSIG COUNTRY CLUB,Blue,133,70.3,72
RUIMSIG COUNTRY CLUB,Red,121,67.7,72
RUIMSIG COUNTRY CLUB,White,135,72.8,72
RUIMSIG COUNTRY CLUB,Yellow,138,74.5,72
RUSTENBURG GOLF CLUB,Blue,128,71.1,72
RUSTENBURG GOLF CLUB,Red,121,67.3,72
RUSTENBURG GOLF CLUB,Yellow,135,73.3,72
SABI RIVER SUN GOLF CLUB,Blue,115,66.5,71
SABI RIVER SUN GOLF CLUB,Red,111,64,71
SABI RIVER SUN GOLF CLUB,White,124,69.3,71
SABIE COUNTRY CLUB,White,115,64.2,68
SABIE COUNTRY CLUB,Yellow,124,68.5,68
SAKABULA GOLF CLUB,Blue,118,68.1,73
SAKABULA GOLF CLUB,Red,111,65.1,73
SAKABULA GOLF CLUB,White,128,71.5,73
SAN LAMEER COUNTRY CLUB,Blue,138,69.1,72
SAN LAMEER COUNTRY CLUB,Red,128,65.8,72
SAN LAMEER COUNTRY CLUB,White,143,72,72
SAN LAMEER COUNTRY CLUB,Yellow,147,73.4,72
SAND RIVER GOLF CLUB,Red,115,66.9,72
SAND RIVER GOLF CLUB,White,126,72.4,72
SANDONIA GOLF CLUB,Men,111,66.6,69
SANDY LANE GOLF CLUB,Back,130,69.7,70
SANDY LANE GOLF CLUB,Front,119,65.7,70
SANNIESHOF GOLF CLUB,Red,102,64.6,72
SANNIESHOF GOLF CLUB,White,116,70.4,72
SAPS MECH GOLF CLUB,Red,96,58.5,60
SAPS MECH GOLF CLUB,White,102,60.2,60
SARDINIA BAY GOLF CLUB,Blue,89,62.1,64
SARDINIA BAY GOLF CLUB,Yellow,97,63.5,64
SCHOEMAN PARK GOLF CLUB,Blue,125,71.3,72
SCHOEMAN PARK GOLF CLUB,Red,122,67.6,72
SCHOEMAN PARK GOLF CLUB,White,128,72.9,72
SCHWEIZER-RENEKE GOLF CLUB,Back,122,70.8,72
SCHWEIZER-RENEKE GOLF CLUB,Front,111,66.3,72
SCOTTBURGH GOLF CLUB,Red,111,66.2,69
SCOTTBURGH GOLF CLUB,White,115,68.3,69
SELBORNE GOLF ESTATE,Blue,127,67.2,72
SELBORNE GOLF ESTATE,Red,111,65.6,72
SELBORNE GOLF ESTATE,White,135,69.7,72
SELBORNE GOLF ESTATE,Yellow,137,71.6,72
SENEKAL GOLF CLUB,Back,116,70.7,72
SENEKAL GOLF CLUB,Front,106,65.6,72
SERENGETI GOLF ESTATE - THE SIGNA,TBlue,128,69.9,72
SERENGETI GOLF ESTATE - THE SIGNA,TRed,116,65.7,72
SERENGETI GOLF ESTATE - THE SIGNA,TWhite,139,72.1,72
SERENGETI GOLF ESTATE - THE SIGNA,TYellow,151,76.9,72
SERVICES GOLF CLUB,Blue,126,70.5,72
SERVICES GOLF CLUB,Red,119,67.4,72
SERVICES GOLF CLUB,White,129,71.5,72
SERVICES GOLF CLUB,Yellow,132,73,72
Sesambos Golf Club,Blue,123,70,72
Sesambos Golf Club,Red,116,67.3,72
Sesambos Golf Club,White,127,72.5,72
Sesambos Golf Club,Yellow,131,74.3,72
SHELLEY POINT GOLF CLUB,Blue,116,66.9,72
SHELLEY POINT GOLF CLUB,Yellow,121,70,72
SILVER LAKES,Blue,128,70.5,72
SILVER LAKES,Red,124,67.6,72
SILVER LAKES,White,134,72.8,72
SILVER LAKES,Yellow,138,74.4,72
SIMBITHI GOLF COURSE,Blue,102,59.7,60
SIMBITHI GOLF COURSE,Red,97,58.7,60
SIMBITHI GOLF COURSE,White,104,60.7,60
SIMBITHI GOLF COURSE,Yellow,106,61.5,60
SIMOLA ESTATE & COUNTRY CLUB,Blue,125,69.2,72
SIMOLA ESTATE & COUNTRY CLUB,Red,114,65.4,72
SIMOLA ESTATE & COUNTRY CLUB,White,136,71.7,72
SIMOLA ESTATE & COUNTRY CLUB,Yellow,136,73.7,72
SIMONSTOWN GOLF CLUB,Red,116,62.7,66
